"Value","Margin_Of_Error","Population","Sheet","Scenario","Variable","Topic","Quantile","Poverty_Type","Population_Type","Winner_Loser","Eq_DI_Quantile","WnL_Group","Rounding_Rule","Name"
"41021000","3703000","78000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Value","FTC5a42.7k25"
"42673000","3646000","82000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Value","FTC5a42.7k25"
"14896000","2661000","34000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Value","FTC5a42.7k25"
"6832000","1252000","19000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Value","FTC5a42.7k25"
"3325000","1005000","10000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Value","FTC5a42.7k25"
"1478000","835000","4000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Value","FTC5a42.7k25"
"560","40","52000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","1","All Households","WnL_Annual_Average","FTC5a42.7k25"
"530","50","34000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","2","All Households","WnL_Annual_Average","FTC5a42.7k25"
"530","40","78000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Annual_Average","FTC5a42.7k25"
"520","30","82000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Annual_Average","FTC5a42.7k25"
"430","40","34000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Annual_Average","FTC5a42.7k25"
"360","40","19000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Annual_Average","FTC5a42.7k25"
"340","60","10000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Annual_Average","FTC5a42.7k25"
"380","120","4000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Annual_Average","FTC5a42.7k25"
"11","1","52000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","1","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"10","1","34000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","2","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"10","1","78000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"10","1","82000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"8","1","34000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"7","1","19000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"7","1","10000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"7","3","4000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Weekly_Average","FTC5a42.7k25"
"620000","10000","620000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Population","FTC5a42.7k25"
"157755000","5294000","620000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Value","FTC5a42.7k25"
"250","20","620000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"5","1","620000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"316000","11000","316000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Population","FTC5a42.7k25"
"158204000","5260000","316000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Value","FTC5a42.7k25"
"500","20","316000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"10","1","316000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"53000","6000","53000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Population","FTC5a42.7k25"
"34000","5000","34000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Population","FTC5a42.7k25"
"79000","6000","79000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Population","FTC5a42.7k25"
"94000","6000","94000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Population","FTC5a42.7k25"
"82000","6000","82000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Population","FTC5a42.7k25"
"78000","5000","78000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Population","FTC5a42.7k25"
"60000","6000","60000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Population","FTC5a42.7k25"
"53000","5000","53000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Population","FTC5a42.7k25"
"44000","5000","44000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Population","FTC5a42.7k25"
"43000","5000","43000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Population","FTC5a42.7k25"
"28939000","3390000","53000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Value","FTC5a42.7k25"
"17892000","2709000","34000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Value","FTC5a42.7k25"
"41021000","3700000","79000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Value","FTC5a42.7k25"
"42497000","3616000","94000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Value","FTC5a42.7k25"
"14705000","2622000","82000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Value","FTC5a42.7k25"
"6750000","1252000","78000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Value","FTC5a42.7k25"
"3325000","1005000","60000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Value","FTC5a42.7k25"
"1478000","835000","53000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Value","FTC5a42.7k25"
"872000","527000","44000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Value","FTC5a42.7k25"
"275000","257000","43000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Value","FTC5a42.7k25"
"550","40","53000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"530","50","34000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"520","40","79000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"450","30","94000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"180","30","82000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"90","20","78000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"60","20","60000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"30","20","53000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"20","20","44000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"10","10","43000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"11","1","53000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"10","1","34000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"10","1","79000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"9","1","94000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"3","1","82000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"2","1","78000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"1","1","60000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"1","1","53000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"0","1","44000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"0","1","43000","Values","FTC5a42.7k25","Mean_Weekly_Change","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Weekly_Average","FTC5a42.7k25"
"52000","6000","52000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","1","Households with Children","WnL_Population","FTC5a42.7k25"
"34000","5000","34000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","2","Households with Children","WnL_Population","FTC5a42.7k25"
"78000","6000","78000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","3","Households with Children","WnL_Population","FTC5a42.7k25"
"82000","6000","82000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","4","Households with Children","WnL_Population","FTC5a42.7k25"
"34000","5000","34000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","5","Households with Children","WnL_Population","FTC5a42.7k25"
"19000","3000","19000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","6","Households with Children","WnL_Population","FTC5a42.7k25"
"10000","3000","10000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","7","Households with Children","WnL_Population","FTC5a42.7k25"
"4000","2000","4000","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","8","Households with Children","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","9","Households with Children","WnL_Population","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Population_In_Category","WnL",NA,NA,NA,"Winners","10","Households with Children","WnL_Population","FTC5a42.7k25"
"28940000","3391000","52000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","1","Households with Children","WnL_Value","FTC5a42.7k25"
"17892000","2709000","34000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","2","Households with Children","WnL_Value","FTC5a42.7k25"
"41021000","3703000","78000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","3","Households with Children","WnL_Value","FTC5a42.7k25"
"42673000","3646000","82000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","4","Households with Children","WnL_Value","FTC5a42.7k25"
"14896000","2661000","34000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","5","Households with Children","WnL_Value","FTC5a42.7k25"
"6832000","1252000","19000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","6","Households with Children","WnL_Value","FTC5a42.7k25"
"3325000","1005000","10000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","7","Households with Children","WnL_Value","FTC5a42.7k25"
"1478000","835000","4000","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","8","Households with Children","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","9","Households with Children","WnL_Value","FTC5a42.7k25"
"S","S","S","Values","FTC5a42.7k25","Total_Change","WnL",NA,NA,NA,"Winners","10","Households with Children","WnL_Value","FTC5a42.7k25"
"560","40","52000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","1","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"530","50","34000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","2","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
"530","40","78000","Values","FTC5a42.7k25","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","3","Households with Children","WnL_Annual_Average","FTC5a42.7k25"
